symptom,drug,timing
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスV,その他
発熱,セデスキュア,痛くなりそうなとき・熱が出そうなとき
発熱,セデスキュア,痛くなりそうなとき・熱が出そうなとき
発熱,セデスキュア,痛くなりそうなとき・熱が出そうなとき
発熱,セデスキュア,痛くなりそうなとき・熱が出そうなとき
発熱,セデスキュア,痛くなりそうなとき・熱が出そうなとき
発熱,セデスキュア,痛くなりそうなとき・熱が出そうなとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,痛くなったとき・熱が出始めたとき
発熱,セデスキュア,ひどくはなっていないが、痛みや熱がひかないとき
発熱,セデスキュア,ひどくはなっていないが、痛みや熱がひかないとき
発熱,セデスキュア,ひどくはなっていないが、痛みや熱がひかないとき
発熱,セデスキュア,ひどくはなっていないが、痛みや熱がひかないとき
発熱,セデスキュア,ひどくはなっていないが、痛みや熱がひかないとき
発熱,セデスキュア,ひどくはなっていないが、痛みや熱がひかないとき
発熱,セデスキュア,ひどくはなっていないが、痛みや熱がひかないとき
発熱,セデスキュア,ひどくはなっていないが、痛みや熱がひかないとき
発熱,セデスキュア,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
発熱,セデスキュア,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
発熱,セデスキュア,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
発熱,セデスキュア,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
発熱,セデスキュア,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
発熱,セデスキュア,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
発熱,セデスキュア,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
発熱,セデスキュア,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
発熱,セデスキュア,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
発熱,セデスキュア,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
発熱,セデスキュア,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
発熱,セデスキュア,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
発熱,セデスキュア,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,痛みが我慢できなくなったとき・熱が高くなったとき
発熱,セデスキュア,その他
発熱,ノーシン錠,痛くなりそうなとき・熱が出そうなとき
発熱,ノーシン錠,痛くなりそうなとき・熱が出そうなとき
発熱,ノーシン錠,痛くなりそうなとき・熱が出そうなとき
発熱,ノーシン錠,痛くなりそうなとき・熱が出そうなとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,痛くなったとき・熱が出始めたとき
発熱,ノーシン錠,ひどくはなっていないが、痛みや熱がひかないとき
発熱,ノーシン錠,ひどくはなっていないが、痛みや熱がひかないとき
発熱,ノーシン錠,ひどくはなっていないが、痛みや熱がひかないとき
発熱,ノーシン錠,ひどくはなっていないが、痛みや熱がひかないとき
発熱,ノーシン錠,ひどくはなっていないが、痛みや熱がひかないとき
発熱,ノーシン錠,ひどくはなっていないが、痛みや熱がひかないとき
発熱,ノーシン錠,ひどくはなっていないが、痛みや熱がひかないとき
発熱,ノーシン錠,ひどくはなっていないが、痛みや熱がひかないとき
発熱,ノーシン錠,痛みがひどくなりそうなとき・熱が更に上がりそうなとき
